group,variable,value
10-04,2012,63
10-05,2012,36
10-06,2012,40
10-07,2012,20
10-08,2012,31
10-09,2012,52
10-10,2012,25
10-11,2012,65
10-12,2012,30
10-13,2012,64
10-14,2012,59
10-15,2012,19
10-16,2012,66
10-17,2012,72
10-18,2012,59
10-19,2012,31
10-20,2012,28
10-21,2012,48
10-22,2012,84
10-23,2012,57
10-24,2012,79
10-25,2012,75
10-26,2012,37
10-27,2012,23
10-28,2012,39
10-29,2012,35
10-30,2012,27
10-31,2012,18
11-01,2012,27
11-02,2012,34
11-03,2012,27
11-04,2012,33
11-05,2012,40
11-06,2012,97
11-07,2012,77
11-08,2012,66
11-09,2012,107
11-10,2012,86
11-11,2012,91
11-12,2012,106
11-13,2012,31
11-14,2012,64
11-15,2012,66
11-16,2012,99
11-17,2012,115
11-18,2012,71
11-19,2012,80
11-20,2012,108
11-21,2012,106
11-22,2012,112
11-23,2012,37
11-24,2012,75
11-25,2012,54
11-26,2012,52
11-27,2012,36
11-28,2012,65
11-29,2012,200
11-30,2012,78
12-01,2012,103
12-02,2012,72
12-03,2012,63
12-04,2012,61
12-05,2012,28
12-06,2012,42
12-07,2012,85
12-08,2012,49
12-09,2012,89
12-10,2012,86
12-11,2012,95
12-12,2012,58
12-13,2012,82
12-14,2012,92
12-15,2012,68
12-16,2012,48
12-17,2012,52
12-18,2012,55
12-19,2012,74
12-20,2012,90
12-21,2012,32
12-22,2012,57
12-23,2012,57
12-24,2012,34
12-25,2012,30
12-26,2012,27
12-27,2012,35
12-28,2012,84
12-29,2012,58
12-30,2012,57
12-31,2012,72
01-01,2013,37
01-02,2013,61
01-03,2013,88
01-04,2013,68
01-05,2013,86
01-06,2013,71
01-07,2013,65
01-08,2013,102
01-09,2013,62
01-10,2013,60
01-11,2013,40
01-12,2013,49
01-13,2013,25
01-14,2013,38
01-15,2013,59
01-16,2013,64
01-17,2013,43
01-18,2013,53
01-19,2013,55
01-20,2013,32
01-21,2013,41
01-22,2013,58
01-23,2013,57
01-24,2013,31
01-25,2013,57
01-26,2013,67
01-27,2013,74
01-28,2013,68
01-29,2013,60
01-30,2013,59
01-31,2013,30
02-01,2013,31
02-02,2013,53
02-03,2013,53
02-04,2013,67
02-05,2013,71
02-06,2013,54
02-07,2013,59
02-08,2013,44
02-09,2013,44
02-10,2013,60
02-11,2013,38
02-12,2013,37
02-13,2013,59
02-14,2013,73
02-15,2013,27
02-16,2013,34
02-17,2013,37
02-18,2013,48
02-19,2013,34
02-20,2013,40
02-21,2013,29
02-22,2013,87
02-23,2013,53
02-24,2013,59
02-25,2013,69
02-26,2013,47
02-27,2013,54
02-28,2013,27
03-01,2013,30
03-02,2013,31
03-03,2013,42
03-04,2013,42
03-05,2013,42
03-06,2013,52
03-07,2013,53
03-08,2013,48
03-09,2013,54
03-10,2013,97
03-11,2013,58
03-12,2013,35
03-13,2013,34
03-14,2013,42
03-15,2013,67
03-16,2013,33
03-17,2013,38
03-18,2013,47
03-19,2013,55
03-20,2013,37
03-21,2013,36
03-22,2013,38
03-23,2013,39
03-24,2013,32
03-25,2013,29
03-26,2013,31
03-27,2013,34
03-28,2013,41
03-29,2013,46
03-30,2013,72
03-31,2013,62
04-01,2013,61
04-02,2013,44
04-03,2013,44
04-04,2013,76
04-05,2013,46
04-06,2013,43
04-07,2013,74
04-08,2013,54
04-09,2013,61
04-10,2013,40
04-11,2013,37
04-12,2013,54
04-13,2013,40
04-14,2013,39
04-15,2013,80
04-16,2013,44
04-17,2013,39
04-18,2013,94
04-19,2013,39
04-20,2013,43
04-21,2013,45
04-22,2013,79
04-23,2013,84
04-24,2013,33
04-25,2013,45
04-26,2013,59
04-27,2013,90
04-28,2013,54
04-29,2013,51
04-30,2013,61
05-01,2013,87
05-02,2013,61
05-03,2013,75
05-04,2013,54
05-05,2013,61
05-06,2013,54
05-07,2013,51
05-08,2013,50
05-09,2013,74
05-10,2013,47
05-11,2013,33
05-12,2013,38
05-13,2013,44
05-14,2013,51
05-15,2013,64
05-16,2013,53
05-17,2013,70
05-18,2013,101
05-19,2013,67
05-20,2013,82
05-21,2013,64
05-22,2013,55
05-23,2013,35
05-24,2013,34
05-25,2013,38
05-26,2013,51
05-27,2013,51
05-28,2013,62
05-29,2013,64
05-30,2013,64
05-31,2013,87
06-01,2013,67
06-02,2013,36
06-03,2013,43
06-04,2013,87
06-05,2013,82
06-06,2013,53
06-07,2013,36
06-08,2013,61
06-09,2013,96
06-10,2013,43
06-11,2013,56
06-12,2013,80
06-13,2013,51
06-14,2013,55
06-15,2013,77
06-16,2013,46
06-17,2013,77
06-18,2013,33
06-19,2013,91
06-20,2013,105
06-21,2013,129
06-22,2013,90
06-23,2013,101
06-24,2013,101
06-25,2013,58
06-26,2013,87
06-27,2013,54
06-28,2013,39
06-29,2013,32
06-30,2013,40
07-01,2013,56
07-02,2013,54
07-03,2013,70
07-04,2013,90
07-05,2013,87
07-06,2013,101
07-07,2013,49
07-08,2013,56
07-09,2013,129
07-10,2013,54
07-11,2013,40
07-12,2013,45
07-13,2013,44
07-14,2013,67
07-15,2013,67
07-16,2013,74
07-17,2013,69
07-18,2013,122
07-19,2013,62
07-20,2013,47
07-21,2013,71
07-22,2013,59
07-23,2013,51
07-24,2013,33
07-25,2013,51
07-26,2013,67
07-27,2013,57
07-28,2013,25
07-29,2013,30
07-30,2013,69
07-31,2013,61
08-01,2013,51
08-02,2013,56
08-03,2013,42
08-04,2013,29
08-05,2013,35
08-06,2013,55
08-07,2013,55
08-08,2013,38
08-09,2013,44
08-10,2013,51
08-11,2013,42
08-12,2013,52
08-13,2013,32
08-14,2013,33
08-15,2013,42
08-16,2013,56
08-17,2013,69
08-18,2013,74
08-19,2013,105
08-20,2013,97
08-21,2013,115
08-22,2013,67
08-23,2013,41
08-24,2013,47
08-25,2013,77
08-26,2013,71
08-27,2013,60
08-28,2013,51
08-29,2013,59
08-30,2013,63
08-31,2013,43
09-01,2013,60
09-02,2013,35
09-03,2013,43
09-04,2013,45
09-05,2013,31
09-06,2013,71
09-07,2013,146
09-08,2013,44
09-09,2013,64
09-10,2013,84
09-11,2013,77
09-12,2013,34
09-13,2013,34
09-14,2013,43
09-15,2013,49
09-16,2013,28
09-17,2013,50
09-18,2013,54
09-19,2013,87
09-20,2013,58
09-21,2013,22
09-22,2013,27
09-23,2013,66
09-24,2013,74
09-25,2013,48
09-26,2013,48
09-27,2013,48
09-28,2013,67
09-29,2013,54
09-30,2013,35
10-01,2013,58
10-02,2013,47
10-03,2013,58
10-04,2013,56
10-05,2013,59
10-06,2013,20
10-07,2013,35
10-08,2013,41
10-09,2013,47
10-10,2013,82
10-11,2013,76
10-12,2013,68
10-13,2013,48
10-14,2013,31
10-15,2013,59
10-16,2013,46
10-17,2013,39
10-18,2013,43
10-19,2013,47
10-20,2013,35
10-21,2013,36
10-22,2013,27
10-23,2013,32
10-24,2013,28
10-25,2013,33
10-26,2013,52
10-27,2013,30
10-28,2013,40
10-29,2013,36
10-30,2013,73
10-31,2013,68
11-01,2013,37
11-02,2013,25
11-03,2013,47
11-04,2013,69
11-05,2013,56
11-06,2013,99
11-07,2013,33
11-08,2013,40
11-09,2013,71
11-10,2013,31
11-11,2013,38
11-12,2013,27
11-13,2013,57
11-14,2013,55
11-15,2013,57
11-16,2013,57
11-17,2013,49
11-18,2013,25
11-19,2013,37
11-20,2013,96
11-21,2013,54
11-22,2013,52
11-23,2013,25
11-24,2013,29
11-25,2013,66
11-26,2013,63
11-27,2013,52
11-28,2013,80
11-29,2013,72
11-30,2013,82
12-01,2013,83
12-02,2013,42
12-03,2013,84
12-04,2013,84
12-05,2013,56
12-06,2013,43
12-07,2013,39
12-08,2013,71
12-09,2013,71
12-10,2013,44
12-11,2013,58
12-12,2013,65
12-13,2013,62
12-14,2013,40
12-15,2013,51
12-16,2013,66
12-17,2013,79
12-18,2013,74
12-19,2013,63
12-20,2013,76
12-21,2013,45
12-22,2013,22
12-23,2013,28
12-24,2013,35
12-25,2013,51
12-26,2013,53
12-27,2013,64
12-28,2013,60
12-29,2013,53
12-30,2013,32
12-31,2013,43
01-01,2014,48
01-02,2014,30
01-03,2014,99
01-04,2014,105
01-05,2014,74
01-06,2014,33
01-07,2014,115
01-08,2014,78
01-09,2014,95
01-10,2014,68
01-11,2014,47
01-12,2014,59
01-13,2014,91
01-14,2014,66
01-15,2014,41
01-16,2014,75
01-17,2014,54
01-18,2014,58
01-19,2014,59
01-20,2014,34
01-21,2014,28
01-22,2014,54
01-23,2014,64
01-24,2014,62
01-25,2014,114
01-26,2014,64
01-27,2014,28
01-28,2014,54
01-29,2014,57
01-30,2014,91
01-31,2014,63
02-01,2014,76
02-02,2014,51
02-03,2014,73
02-04,2014,116
02-05,2014,59
02-06,2014,59
02-07,2014,73
02-08,2014,69
02-09,2014,66
02-10,2014,63
02-11,2014,48
02-12,2014,79
02-13,2014,96
02-14,2014,88
02-15,2014,44
02-16,2014,78
02-17,2014,55
02-18,2014,95
02-19,2014,63
02-20,2014,88
02-21,2014,35
02-22,2014,36
02-23,2014,37
02-24,2014,33
02-25,2014,50
02-26,2014,70
02-27,2014,63
02-28,2014,62
03-01,2014,68
03-02,2014,40
03-03,2014,45
03-04,2014,75
03-05,2014,67
03-06,2014,62
03-07,2014,85
03-08,2014,88
03-09,2014,79
03-10,2014,76
03-11,2014,83
03-12,2014,26
03-13,2014,43
03-14,2014,61
03-15,2014,33
03-16,2014,44
03-17,2014,71
03-18,2014,71
03-19,2014,54
03-20,2014,48
03-21,2014,54
03-22,2014,43
03-23,2014,29
03-24,2014,53
03-25,2014,48
03-26,2014,40
03-27,2014,63
03-28,2014,65
03-29,2014,54
03-30,2014,39
03-31,2014,56
04-01,2014,113
04-02,2014,42
04-03,2014,34
04-04,2014,36
04-05,2014,48
04-06,2014,113
04-07,2014,94
04-08,2014,61
04-09,2014,52
04-10,2014,106
04-11,2014,83
04-12,2014,79
04-13,2014,62
04-14,2014,102
04-15,2014,40
04-16,2014,41
04-17,2014,54
04-18,2014,66
04-19,2014,54
04-20,2014,77
04-21,2014,93
04-22,2014,53
04-23,2014,54
04-24,2014,46
04-25,2014,84
04-26,2014,44
04-27,2014,51
04-28,2014,71
04-29,2014,84
04-30,2014,36
05-01,2014,48
05-02,2014,37
05-03,2014,40
05-04,2014,37
05-05,2014,39
05-06,2014,51
05-07,2014,41
05-08,2014,86
05-09,2014,97
05-10,2014,58
05-11,2014,97
05-12,2014,48
05-13,2014,77
05-14,2014,31
05-15,2014,32
05-16,2014,37
05-17,2014,53
05-18,2014,64
05-19,2014,90
05-20,2014,59
05-21,2014,100
05-22,2014,51
05-23,2014,43
05-24,2014,53
05-25,2014,105
05-26,2014,112
05-27,2014,55
05-28,2014,40
05-29,2014,42
05-30,2014,57
05-31,2014,81
06-01,2014,101
06-02,2014,60
06-03,2014,47
06-04,2014,58
06-05,2014,48
06-06,2014,84
06-07,2014,101
06-08,2014,64
06-09,2014,84
06-10,2014,75
06-11,2014,44
06-12,2014,59
06-13,2014,53
06-14,2014,44
06-15,2014,71
06-16,2014,80
06-17,2014,71
06-18,2014,61
06-19,2014,57
06-20,2014,44
06-21,2014,84
06-22,2014,64
06-23,2014,67
06-24,2014,55
06-25,2014,50
06-26,2014,43
06-27,2014,74
06-28,2014,93
06-29,2014,65
06-30,2014,59
07-01,2014,45
07-02,2014,40
07-03,2014,38
07-04,2014,119
07-05,2014,115
07-06,2014,100
07-07,2014,57
07-08,2014,42
07-09,2014,42
07-10,2014,66
07-11,2014,86
07-12,2014,112
07-13,2014,70
07-14,2014,59
07-15,2014,44
07-16,2014,23
07-17,2014,39
07-18,2014,57
07-19,2014,61
07-20,2014,87
07-21,2014,112
07-22,2014,112
07-23,2014,50
07-24,2014,30
07-25,2014,54
07-26,2014,93
07-27,2014,67
07-28,2014,25
07-29,2014,38
07-30,2014,54
07-31,2014,57
08-01,2014,81
08-02,2014,83
08-03,2014,147
08-04,2014,83
08-05,2014,71
08-06,2014,54
08-07,2014,67
08-08,2014,63
08-09,2014,58
08-10,2014,69
08-11,2014,50
08-12,2014,57
08-13,2014,57
08-14,2014,48
08-15,2014,43
08-16,2014,59
08-17,2014,56
08-18,2014,62
08-19,2014,59
08-20,2014,44
08-21,2014,57
08-22,2014,71
08-23,2014,84
08-24,2014,66
08-25,2014,70
08-26,2014,59
08-27,2014,59
08-28,2014,44
08-29,2014,47
08-30,2014,66
08-31,2014,52
09-01,2014,56
09-02,2014,46
09-03,2014,61
09-04,2014,64
09-05,2014,71
09-06,2014,29
09-07,2014,46
09-08,2014,57
09-09,2014,57
09-10,2014,60
09-11,2014,21
09-12,2014,36
09-13,2014,52
09-14,2014,63
09-15,2014,58
09-16,2014,37
09-17,2014,52
09-18,2014,51
09-19,2014,104
09-20,2014,61
09-21,2014,32
09-22,2014,28
09-23,2014,57
09-24,2014,57
09-25,2014,79
09-26,2014,72
09-27,2014,69
09-28,2014,75
09-29,2014,87
09-30,2014,67
10-01,2014,56
10-02,2014,62
10-03,2014,45
10-04,2014,32
10-05,2014,32
10-06,2014,45
10-07,2014,44
10-08,2014,45
10-09,2014,40
10-10,2014,36
10-11,2014,46
10-12,2014,52
10-13,2014,53
10-14,2014,36
10-15,2014,55
10-16,2014,46
10-17,2014,43
10-18,2014,31
10-19,2014,23
10-20,2014,48
10-21,2014,30
10-22,2014,28
10-23,2014,38
10-24,2014,84
10-25,2014,65
10-26,2014,52
10-27,2014,71
10-28,2014,53
10-29,2014,28
10-30,2014,35
10-31,2014,38
11-01,2014,55
11-02,2014,50
11-03,2014,59
11-04,2014,57
11-05,2014,52
11-06,2014,50
11-07,2014,47
11-08,2014,38
11-09,2014,88
11-10,2014,52
11-11,2014,61
11-12,2014,24
11-13,2014,44
11-14,2014,34
11-15,2014,61
11-16,2014,79
11-17,2014,64
11-18,2014,65
11-19,2014,60
11-20,2014,47
11-21,2014,51
11-22,2014,76
11-23,2014,58
11-24,2014,41
11-25,2014,48
11-26,2014,47
11-27,2014,37
11-28,2014,38
11-29,2014,67
11-30,2014,60
12-01,2014,31
12-02,2014,38
12-03,2014,60
12-04,2014,54
12-05,2014,67
12-06,2014,58
12-07,2014,39
12-08,2014,64
12-09,2014,51
12-10,2014,35
12-11,2014,60
12-12,2014,71
12-13,2014,65
12-14,2014,59
12-15,2014,80
12-16,2014,58
12-17,2014,20
12-18,2014,49
12-19,2014,33
12-20,2014,64
12-21,2014,90
12-22,2014,80
12-23,2014,56
12-24,2014,43
12-25,2014,41
12-26,2014,54
12-27,2014,56
12-28,2014,34
12-29,2014,46
12-30,2014,57
12-31,2014,98
01-01,2015,48
01-02,2015,52
01-03,2015,56
01-04,2015,41
01-05,2015,39
01-06,2015,44
01-07,2015,33
01-08,2015,51
01-09,2015,54
01-10,2015,52
01-11,2015,62
01-12,2015,60
01-13,2015,61
01-14,2015,70
01-15,2015,105
01-16,2015,58
01-17,2015,75
01-18,2015,50
01-19,2015,30
01-20,2015,33
01-21,2015,65
01-22,2015,59
01-23,2015,65
01-24,2015,70
01-25,2015,36
01-26,2015,48
01-27,2015,51
01-28,2015,50
01-29,2015,58
01-30,2015,40
01-31,2015,56
02-01,2015,45
02-02,2015,41
02-03,2015,66
02-04,2015,58
02-05,2015,43
02-06,2015,65
02-07,2015,79
02-08,2015,79
02-09,2015,35
02-10,2015,52
02-11,2015,74
02-12,2015,28
02-13,2015,54
02-14,2015,46
02-15,2015,43
02-16,2015,57
02-17,2015,77
02-18,2015,47
02-19,2015,95
02-20,2015,56
02-21,2015,67
02-22,2015,67
02-23,2015,45
02-24,2015,73
02-25,2015,40
02-26,2015,46
02-27,2015,62
02-28,2015,68
03-01,2015,74
03-02,2015,53
03-03,2015,72
03-04,2015,51
03-05,2015,44
03-06,2015,68
03-07,2015,96
03-08,2015,60
03-09,2015,73
03-10,2015,114
03-11,2015,76
03-12,2015,43
03-13,2015,60
03-14,2015,51
03-15,2015,54
03-16,2015,60
03-17,2015,79
03-18,2015,56
03-19,2015,54
03-20,2015,54
03-21,2015,61
03-22,2015,38
03-23,2015,35
03-24,2015,86
03-25,2015,64
03-26,2015,52
03-27,2015,38
03-28,2015,38
03-29,2015,62
03-30,2015,93
03-31,2015,39
04-01,2015,74
04-02,2015,60
04-03,2015,53
04-04,2015,41
04-05,2015,49
04-06,2015,60
04-07,2015,61
04-08,2015,53
04-09,2015,47
04-10,2015,44
04-11,2015,45
04-12,2015,64
04-13,2015,78
04-14,2015,65
04-15,2015,47
04-16,2015,59
04-17,2015,74
04-18,2015,63
04-19,2015,72
04-20,2015,44
04-21,2015,45
04-22,2015,37
04-23,2015,52
04-24,2015,48
04-25,2015,42
04-26,2015,41
04-27,2015,51
04-28,2015,46
04-29,2015,55
04-30,2015,36
05-01,2015,49
05-02,2015,90
05-03,2015,105
05-04,2015,65
05-05,2015,81
05-06,2015,62
05-07,2015,67
05-08,2015,101
05-09,2015,54
05-10,2015,60
05-11,2015,56
05-12,2015,31
05-13,2015,42
05-14,2015,66
05-15,2015,63
05-16,2015,80
05-17,2015,57
05-18,2015,58
05-19,2015,33
05-20,2015,49
05-21,2015,49
05-22,2015,57
05-23,2015,84
05-24,2015,115
05-25,2015,74
05-26,2015,47
05-27,2015,47
05-28,2015,89
05-29,2015,71
05-30,2015,44
05-31,2015,26
06-01,2015,35
06-02,2015,51
06-03,2015,54
06-04,2015,53
06-05,2015,69
06-06,2015,46
06-07,2015,72
06-08,2015,49
06-09,2015,59
06-10,2015,100
06-11,2015,54
06-12,2015,45
06-13,2015,46
06-14,2015,50
06-15,2015,44
06-16,2015,48
06-17,2015,44
06-18,2015,55
06-19,2015,65
06-20,2015,55
06-21,2015,57
06-22,2015,57
06-23,2015,45
06-24,2015,66
06-25,2015,58
06-26,2015,61
06-27,2015,44
06-28,2015,42
06-29,2015,60
06-30,2015,54
07-01,2015,51
07-02,2015,44
07-03,2015,84
07-04,2015,108
07-05,2015,165
07-06,2015,133
07-07,2015,71
07-08,2015,64
07-09,2015,64
07-10,2015,84
07-11,2015,112
07-12,2015,100
07-13,2015,61
07-14,2015,46
07-15,2015,33
07-16,2015,50
07-17,2015,63
07-18,2015,77
07-19,2015,48
07-20,2015,58
07-21,2015,51
07-22,2015,45
07-23,2015,80
07-24,2015,105
07-25,2015,80
07-26,2015,71
07-27,2015,66
07-28,2015,112
07-29,2015,87
07-30,2015,47
07-31,2015,74
08-01,2015,39
08-02,2015,67
08-03,2015,42
08-04,2015,39
08-05,2015,33
08-06,2015,33
08-07,2015,49
08-08,2015,110
08-09,2015,89
08-10,2015,62
08-11,2015,39
08-12,2015,32
08-13,2015,49
08-14,2015,50
08-15,2015,115
08-16,2015,100
08-17,2015,77
08-18,2015,58
08-19,2015,55
08-20,2015,48
08-21,2015,45
08-22,2015,64
08-23,2015,74
08-24,2015,34
08-25,2015,26
08-26,2015,24
08-27,2015,55
08-28,2015,60
08-29,2015,59
08-30,2015,77
08-31,2015,83
09-01,2015,129
09-02,2015,126
09-03,2015,73
09-04,2015,52
09-05,2015,84
09-06,2015,105
09-07,2015,84
09-08,2015,87
09-09,2015,36
09-10,2015,45
09-11,2015,37
09-12,2015,30
09-13,2015,38
09-14,2015,58
09-15,2015,74
09-16,2015,74
09-17,2015,119
09-18,2015,62
09-19,2015,32
09-20,2015,32
09-21,2015,112
09-22,2015,53
09-23,2015,71
09-24,2015,101
09-25,2015,86
09-26,2015,109
09-27,2015,54
09-28,2015,46
09-29,2015,58
09-30,2015,29
10-01,2015,27
10-02,2015,26
10-03,2015,26
10-04,2015,44
10-05,2015,59
10-06,2015,79
10-07,2015,49
10-08,2015,67
10-09,2015,40
10-10,2015,44
10-11,2015,52
10-12,2015,64
10-13,2015,38
10-14,2015,41
10-15,2015,55
10-16,2015,42
10-17,2015,27
10-18,2015,33
10-19,2015,87
10-20,2015,66
10-21,2015,68
10-22,2015,53
10-23,2015,31
10-24,2015,65
10-25,2015,41
10-26,2015,46
10-27,2015,71
10-28,2015,34
10-29,2015,39
10-30,2015,38
10-31,2015,43
11-01,2015,45
11-02,2015,62
11-03,2015,97
11-04,2015,75
11-05,2015,63
11-06,2015,36
11-07,2015,34
11-08,2015,58
11-09,2015,65
11-10,2015,64
11-11,2015,79
11-12,2015,33
11-13,2015,25
11-14,2015,33
11-15,2015,57
11-16,2015,59
11-17,2015,54
11-18,2015,51
11-19,2015,41
11-20,2015,43
11-21,2015,29
11-22,2015,34
11-23,2015,54
11-24,2015,86
11-25,2015,86
11-26,2015,97
11-27,2015,40
11-28,2015,27
11-29,2015,50
11-30,2015,77
12-01,2015,76
12-02,2015,52
12-03,2015,38
12-04,2015,58
12-05,2015,70
12-06,2015,66
12-07,2015,77
12-08,2015,83
12-09,2015,63
12-10,2015,66
12-11,2015,69
12-12,2015,78
12-13,2015,58
12-14,2015,35
12-15,2015,25
12-16,2015,42
12-17,2015,30
12-18,2015,44
12-19,2015,37
12-20,2015,61
12-21,2015,48
12-22,2015,49
12-23,2015,42
12-24,2015,38
12-25,2015,46
12-26,2015,41
12-27,2015,28
12-28,2015,44
12-29,2015,40
12-30,2015,36
12-31,2015,44
01-01,2016,55
01-02,2016,48
01-03,2016,29
01-04,2016,30
01-05,2016,48
01-06,2016,62
01-07,2016,63
01-08,2016,62
01-09,2016,41
01-10,2016,31
01-11,2016,40
01-12,2016,117
01-13,2016,60
01-14,2016,64
01-15,2016,55
01-16,2016,31
01-17,2016,30
01-18,2016,55
01-19,2016,49
01-20,2016,60
01-21,2016,72
01-22,2016,61
01-23,2016,36
01-24,2016,61
01-25,2016,76
01-26,2016,59
01-27,2016,33
01-28,2016,55
01-29,2016,56
01-30,2016,52
01-31,2016,64
02-01,2016,38
02-02,2016,90
02-03,2016,41
02-04,2016,35
02-05,2016,44
02-06,2016,65
02-07,2016,80
02-08,2016,40
02-09,2016,30
02-10,2016,43
02-11,2016,43
02-12,2016,51
02-13,2016,53
02-14,2016,54
02-15,2016,63
02-16,2016,75
02-17,2016,47
02-18,2016,51
02-19,2016,115
02-20,2016,72
02-21,2016,35
02-22,2016,31
02-23,2016,36
02-24,2016,33
02-25,2016,34
02-26,2016,31
02-27,2016,64
02-28,2016,63
02-29,2016,31
03-01,2016,31
03-02,2016,40
03-03,2016,44
03-04,2016,62
03-05,2016,62
03-06,2016,68
03-07,2016,70
03-08,2016,108
03-09,2016,98
03-10,2016,55
03-11,2016,60
03-12,2016,78
03-13,2016,61
03-14,2016,65
03-15,2016,66
03-16,2016,96
03-17,2016,93
03-18,2016,54
03-19,2016,33
03-20,2016,43
03-21,2016,43
03-22,2016,67
03-23,2016,59
03-24,2016,38
03-25,2016,37
03-26,2016,39
03-27,2016,54
03-28,2016,36
03-29,2016,39
03-30,2016,47
03-31,2016,71
04-01,2016,57
04-02,2016,38
04-03,2016,40
04-04,2016,46
04-05,2016,40
04-06,2016,59
04-07,2016,37
04-08,2016,42
04-09,2016,40
04-10,2016,37
04-11,2016,49
04-12,2016,39
04-13,2016,41
04-14,2016,46
04-15,2016,64
04-16,2016,84
04-17,2016,101
04-18,2016,122
04-19,2016,42
04-20,2016,46
04-21,2016,51
04-22,2016,42
04-23,2016,44
04-24,2016,48
04-25,2016,46
04-26,2016,43
04-27,2016,43
04-28,2016,32
04-29,2016,37
04-30,2016,45
05-01,2016,48
05-02,2016,38
05-03,2016,61
05-04,2016,47
05-05,2016,41
05-06,2016,51
05-07,2016,46
05-08,2016,43
05-09,2016,44
05-10,2016,70
05-11,2016,81
05-12,2016,56
05-13,2016,36
05-14,2016,29
05-15,2016,36
05-16,2016,61
05-17,2016,115
05-18,2016,41
05-19,2016,57
05-20,2016,58
05-21,2016,55
05-22,2016,61
05-23,2016,87
05-24,2016,147
05-25,2016,122
05-26,2016,76
05-27,2016,84
05-28,2016,77
05-29,2016,79
05-30,2016,51
05-31,2016,65
06-01,2016,57
06-02,2016,64
06-03,2016,67
06-04,2016,90
06-05,2016,52
06-06,2016,61
06-07,2016,44
06-08,2016,62
06-09,2016,46
06-10,2016,119
06-11,2016,100
06-12,2016,46
06-13,2016,42
06-14,2016,55
06-15,2016,97
06-16,2016,54
06-17,2016,48
06-18,2016,97
06-19,2016,126
06-20,2016,114
06-21,2016,63
06-22,2016,100
06-23,2016,48
06-24,2016,77
06-25,2016,93
06-26,2016,93
06-27,2016,53
06-28,2016,31
06-29,2016,49
06-30,2016,112
07-01,2016,45
07-02,2016,46
07-03,2016,67
07-04,2016,107
07-05,2016,72
07-06,2016,52
07-07,2016,100
07-08,2016,80
07-09,2016,52
07-10,2016,57
07-11,2016,97
07-12,2016,90
07-13,2016,84
07-14,2016,62
07-15,2016,34
07-16,2016,39
07-17,2016,81
07-18,2016,43
07-19,2016,46
07-20,2016,77
07-21,2016,58
07-22,2016,64
07-23,2016,84
07-24,2016,47
07-25,2016,48
07-26,2016,61
07-27,2016,108
07-28,2016,56
07-29,2016,54
07-30,2016,40
07-31,2016,52
08-01,2016,77
08-02,2016,49
08-03,2016,55
08-04,2016,97
08-05,2016,67
08-06,2016,62
08-07,2016,32
08-08,2016,39
08-09,2016,77
08-10,2016,129
08-11,2016,58
08-12,2016,62
08-13,2016,46
08-14,2016,40
08-15,2016,52
08-16,2016,38
08-17,2016,50
08-18,2016,67
08-19,2016,59
08-20,2016,54
08-21,2016,29
08-22,2016,44
08-23,2016,51
08-24,2016,59
08-25,2016,54
08-26,2016,77
08-27,2016,59
08-28,2016,56
08-29,2016,58
08-30,2016,54
08-31,2016,33
09-01,2016,27
09-02,2016,28
09-03,2016,60
09-04,2016,56
09-05,2016,67
09-06,2016,64
09-07,2016,57
09-08,2016,54
09-09,2016,53
09-10,2016,33
09-11,2016,29
09-12,2016,54
09-13,2016,72
09-14,2016,35
09-15,2016,31
09-16,2016,55
09-17,2016,33
09-18,2016,44
09-19,2016,55
09-20,2016,48
09-21,2016,58
09-22,2016,87
09-23,2016,55
09-24,2016,35
09-25,2016,61
09-26,2016,37
09-27,2016,53
09-28,2016,51
09-29,2016,38
09-30,2016,28
10-01,2016,64
10-02,2016,49
10-03,2016,52
10-04,2016,48
10-05,2016,54
10-06,2016,71
10-07,2016,49
10-08,2016,35
10-09,2016,26
10-10,2016,35
10-11,2016,47
10-12,2016,69
10-13,2016,25
10-14,2016,52
10-15,2016,57
10-16,2016,55
10-17,2016,55
10-18,2016,102
10-19,2016,56
10-20,2016,40
10-21,2016,25
10-22,2016,28
10-23,2016,53
10-24,2016,34
10-25,2016,52
10-26,2016,66
10-27,2016,67
10-28,2016,68
10-29,2016,93
10-30,2016,31
10-31,2016,70
11-01,2016,107
11-02,2016,127
11-03,2016,36
11-04,2016,51
11-05,2016,98
11-06,2016,81
11-07,2016,99
11-08,2016,101
11-09,2016,52
11-10,2016,107
11-11,2016,37
11-12,2016,57
11-13,2016,56
11-14,2016,62
11-15,2016,73
11-16,2016,62
11-17,2016,84
11-18,2016,101
11-19,2016,34
11-20,2016,36
11-21,2016,35
11-22,2016,38
11-23,2016,74
11-24,2016,56
11-25,2016,34
11-26,2016,30
11-27,2016,60
11-28,2016,59
11-29,2016,53
11-30,2016,51
12-01,2016,38
12-02,2016,28
12-03,2016,41
12-04,2016,51
12-05,2016,54
12-06,2016,59
12-07,2016,42
12-08,2016,44
12-09,2016,33
12-10,2016,53
12-11,2016,55
12-12,2016,59
12-13,2016,73
12-14,2016,105
12-15,2016,39
12-16,2016,78
12-17,2016,63
12-18,2016,40
12-19,2016,72
12-20,2016,83
12-21,2016,77
12-22,2016,58
12-23,2016,86
12-24,2016,60
12-25,2016,64
12-26,2016,46
12-27,2016,31
12-28,2016,54
12-29,2016,37
12-30,2016,30
12-31,2016,43
01-01,2017,67
01-02,2017,64
01-03,2017,43
01-04,2017,49
